ID,Genes
1435,USP26
1435,"DCLRE1C, ARTEMIS, SCIDA"
1435,RAG1
1435,RAG2
1436,ADA
1437,"PTPRC, CD45, LCA"
1437,IL7R
1437,"CD3D, T3D"
1438,"IL2RG, SCIDX1, SCIDX, IMD4"
1439,"FTZF1, FTZ1, SF1"
1439,BCL10
1440,EDN3
1440,GHR
1441,GHR
1442,"SHOX, GCFX, SS, PHOG"
1444,SHOXY
1445,LHX4
1446,"FBN1, MFS1, WMS"
1447,"SBDS, SDS"
1447,"SLC17A5, SIASD, SLD"
1447,"NEU1, NEU, SIAL1"
1449,"NEU1, NEU, SIAL1"
1454,"GNE, GLCNE, IBM2, DMRV, NM"
1454,HBB
1455,"SCN5A, LQT3, IVF, HB1, SSS1"
1456,"BSCL2, SPG17"
1456,"GPC3, SDYS, SGBS1"
1457,ABCG5
1458,ABCG8
1459,NODAL
1460,"DNAH11, DNAHC11"
1461,"ALDH3A2, ALDH10, SLS, FALDH"
1462,"DSP, KPPS2, PPKS2"
1462,"NAT2, AAC2"
1463,"ARHGEF10, KIAA0294"
1464,TBX4
1464,COL2A1
1465,"ATRX, XH2, XNP, MRXS3, SHS"
1466,"DHCR7, SLOS"
1467,"RAI1, SMCR, SMS"
1468,"DYM, FLJ90130, DMC, SMC"
1469,"SHH, HPE3, HLP3, SMMCI"
1470,"GNAS, GNAS1, GPSA, POH, PHP1B, PHP1A, AHO"
1470,"TIMP3, SFD"
1470,"NSD1, ARA267, STO"
1471,"SACS, ARSACS"
1471,"ALS2, ALSJ, PLSJ, IAHSP"
1471,"KIF5A, NKHC, SPG10"
1471,"HSPD1, SPG13, HSP60"
1472,"PLP1, PMD"
1473,SPG3A
1475,"SPG4, SPAST"
1476,"NIPA1, SPG6"
1477,"PGN, SPG7, CMAR, CAR"
1478,"CEBPE, CRP1"
1478,"FOXP2, SPCH1, TNRC10, CAGH44"
1480,"DAZL, DAZH, SPGYLA"
1482,SPTB
1483,"ANK1, SPH2"
1483,"SLC4A1, AE1, EPB3"
1483,EPB42
1486,SPTA1
1486,"MTHFD, MTHFC"
1486,MTR
1486,MTRR
1486,"AR, DHTR, TFM, SBMA, KD, SMAX1"
1486,"VAPB, VAPC, ALS8"
1486,"SMN1, SMA1, SMA2, SMA3, SMA4"
1490,"SMN1, SMA1, SMA2, SMA3, SMA4"
1491,"SMN1, SMA1, SMA2, SMA3, SMA4"
1493,"SMN1, SMA1, SMA2, SMA3, SMA4"
1493,"BSCL2, SPG17"
1494,"GARS, SMAD1, CMT2D"
1494,HEXB
1494,"IGHMBP2, SMUBP2, CATF1, SMARD1"
1494,"ATXN10, SCA10"
1494,"ATXN1, ATX1, SCA1"
1494,PPP2R2B
1497,"PRKCG, PKCC, PKCG, SCA14"
1497,"TBP, SCA17"
1497,"ATXN2, ATX2, SCA2"
1497,SCA25
1497,"FGF14, FHF4, SCA27"
1497,PLEKHG4
1497,"CACNA1A, CACNL1A4, SCA6"
1497,"ATXN7, SCA7, OPCA3"
1497,SCA8
1502,TDP1
1503,"SHFM3, DAC"
1503,"TP73L, TP63, KET, EEC3, SHFM4, LMS, RHS"
1503,"FLNB, SCT, AOI"
1503,"DLL3, SCDO1"
1503,MESP2
1503,"MATN3, EDM5, HOA"
1503,"AGC1, CSPG1, MSK16, SEDK"
1503,"CHST3, C6ST, C6ST1"
1503,"SEDL, SEDT"
1503,"WISP3, PPAC, PPD"
1503,COL10A1
1504,"TNFRSF6, APT1, FAS, CD95, ALPS1A"
1505,ING1
1506,"TNFRSF10B, DR5, TRAILR2"
1508,"NOG, SYM1, SYNS1"
1509,"ABCA4, ABCR, STGD1, FFM, RP19"
1510,"ELOVL4, ADMD, STGD2, STGD3"
1511,"GLRA1, STHE"
1514,"GLRA1, STHE"
1514,STAT1
1515,HMGCR
1516,"KRT17, PC2, PCHC1"
1518,"ZNF198, SCLL, RAMP, FIM"
1519,HLA-B
1519,COL2A1
1520,"COL11A1, STL2"
1521,"COL11A2, STL3, DFNA13"
1522,"KRAS2, RASK2"
1524,"PDE4D, DPDE3, STRK1"
1524,"ALOX5AP, FLAP"
1525,"LIFR, STWS, SWS, SJS2"
1525,"DCX, DBCN, LISX"
1525,"PAFAH1B1, LIS1"
1525,SSADH
1526,SI
1526,"TSPYL1, TSPYL, SIDDT"
1528,SUOX
1529,SOD3
1530,"MAPT, MTBT1, DDPAC, MSTD"
1533,"MAPT, MTBT1, DDPAC, MSTD"
1533,ELN
1534,"ABCA3, ABC3"
1534,"SFTPC, SFTP2"
1534,"ATRX, XH2, XNP, MRXS3, SHS"
1536,"CFTR, ABCC7, CF, MRP7"
1536,"NOG, SYM1, SYNS1"
1536,"GJA1, CX43, ODDD, SDTY3, ODOD"
1538,"NOG, SYM1, SYNS1"
1540,FBLN1
1540,"HOXD13, HOX4I, SPD"
1540,"HOXD13, HOX4I, SPD"
1542,"TNFSF6, APT1LG1, FASL"
1542,"DNASE1, DNL1"
1542,"PTPN8, PEP, PTPN22, LYP"
1543,"PDCD1, SLEB2"
1544,MCM6
1545,"ABCA1, ABC1, HDLDT1, TGD"
1550,"NOG, SYM1, SYNS1"
1550,"MAPT, MTBT1, DDPAC, MSTD"
1551,"HEXA, TSD"
1551,BAX
1551,WHN
1551,"ATM, ATA, AT1"
1551,DAD1
1551,"WNT3, INT4"
1551,"JAG1, AGS, AHD"
1551,"ZFPM2, FOG2"
1552,"NKX2E, CSX"
1553,HBA2
1554,HBB
1555,HBD
1556,HBD
1557,LCRB
1557,HBA1
1558,HBB
1558,"FGFR3, ACH"
1558,"SLC19A2, THTR1"
1559,JAK2
1562,"THPO, MGDF, MPLLG, TPO"
1562,"FLJ14813, THC2"
1563,"MPL, TPOR, MPLV"
1565,"WAS, IMD2, THC"
1565,"WAS, IMD2, THC"
1566,F5
1570,F5
1571,"HCF2, HC2, SERPIND1"
1571,HRG
1572,PROC
1572,"THBD, THRM"
1573,FGB
1573,FGG
1574,CBS
1574,"ADAMTS13, VWFCP, TTP"
1574,"MPL, TPOR, MPLV"
1574,"DPYD, DPD"
1574,TSHR
1574,"TP53, P53, LFS1"
1575,"MINPP1, HIPER1"
1576,"PTEN, MMAC1"
1578,HRAS
1578,"GOLGA5, RFG5, PTC5"
1578,"NCOA4, ELE1, PTC3"
1580,"PCM1, PTC4"
1580,"PRKAR1A, TSE1, CNC1, CAR"
1580,"TIF1G, RFG7, PTC7"
1581,"TRIM24, TIF1, TIF1A, PTC6"
1582,"TPO, TPX"
1583,"THRB, ERBA2, THR1"
1585,"THRB, ERBA2, THR1"
1585,"CACNA1S, CACNL1A3, CCHL1A3"
1586,TRHR
1588,TBG
1589,"MITF, WS2A"
1590,"CACNA1C, CACNL1A1, CCHL1A1, TS"
1591,COL7A1
1592,CYP2C9
1592,"TPO, TPX"
1594,"SALL1, HSAL1, TBS"
1595,"SALL1, HSAL1, TBS"
1595,TALDO1
1595,"TCN2, TC2"
1595,COL7A1
1596,"CFC1, CRYPTIC, HTX2"
1598,"THRAP2, PROSIT240, TRAP240L, KIAA1025"
1599,"TCOF1, MFD1"
1600,"HS1BP3, FLJ14249, ETM2"
1601,"DLX3, TDO"
1603,TRPS1
1604,TRPS1
1607,"ERCC3, XPB"
1608,"ERCC2, EM9"
1608,"TGF2H5, TTDA, TFB5, C6orf175"
1608,"TTDN1, C7orf11, ABHS"
1608,"HADHA, MTPA"
1608,HADHB
1608,MYH8
1608,"SPINK1, PSTI, PCTT, TATI"
1608,SPG20
1610,IFNG
1611,IFNGR1
1613,IFNG
1614,"TSC1, LAM"
1615,"TSC2, LAM"
1615,"APC, GS, FPC"
1615,"MLH1, COCA2, HNPCC2"
1615,"PMS2, PMSL2, HNPCC4"
1615,"FSHR, ODG1"
1615,FAH
1615,TAT
1615,HPD
1615,"COL6A1, OPLL"
1615,COL6A3
1615,COL6A2
1617,TBX3
2053,"TPH2, NTPH"
2054,KRT1
2055,APRT
2074,"SLC17A2, NPT2"
2112,"MYO7A, USH1B, DFNB2, DFNA11"
2174,"USH1C, DFNB18"
2188,"CDH23, USH1D"
2265,"PCDH15, DFNB23"
2287,"SANS, USH1G"
2287,USH2A
2291,"USH3A, USH3"
2315,"MASS1, VLGR1, KIAA0686, FEB4, USH2C"
2327,"HMGA2, HMGIC, BABL, LIPO"
2344,MC1R
2350,"LRP5, BMND1, LRP7, LR3, OPPG, VBCH2"
2354,"IRF6, VWS, LPS, PIT, PPS, OFC6"
2365,"PTEN, MMAC1"
2385,"TBX1, DGS, CTHM, CAFS, TGA, DORV, VCFS, DGCR"
2427,"TEK, TIE2, VMCM"
2427,"SERPINA10, ZPI"
2427,"SCN5A, LQT3, IVF, HB1, SSS1"
2427,"GNAI2, GNAI2B, GIP"
2440,CASQ2
2584,"RYR2, VTSIP"
2628,"HOXD10, HOX4D"
2669,"FCGR3A, CD16, IGFR3"
2785,"OAS1, OIAS"
2903,"CYP19A1, CYP19, ARO"
2937,"VKORC1, VKOR, VKCFD2, FLJ00289"
2937,GGCX
2937,VMD2
2937,"ACADVL, VLCAD"
2937,"GJB2, CX26, DFNB1, PPK, DFNA3, KID, HID"
2937,LOR
2969,"CCND1, PRAD1, BCL1"
2969,VHL
3016,"VWF, F8VWF"
3037,"EDNRB, HSCR2, ABCDS"
3079,"SOX10, WS4"
3144,TYR
3171,"MITF, WS2A"
3171,"PAX3, WS1, HUP2, CDHS"
3178,"MITF, WS2A"
3195,"PAX3, WS1, HUP2, CDHS"
3212,"SNAI2, SLUG, WS2D"
3229,COL2A1
3232,WT1
3241,FCMD
3241,POMT1
3260,"RAB3GAP, WARBM1, P130"
3308,"VKORC1, VKOR, VKCFD2, FLJ00289"
3419,CYP2C9
3478,"F9, HEMB"
3503,"NF1, VRNF, WSS, NFNS"
3503,"NSD1, ARA267, STO"
3503,"TAP2, ABCB3, PSF2, RING11"
3512,"FBN1, MFS1, WMS"
3554,"ADAMTS10, WMS"
3558,"COL11A2, STL3, DFNA13"
3572,"RECQL2, RECQ3, WRN"
4188,TKT
4188,EVC
4289,"CXCR4, D2S201E, NPY3R, WHIM"
4291,KRT13
4291,"KRT4, CYK4"
4291,ELN
4350,"BRCA2, FANCD1"
4350,"GPC3, SDYS, SGBS1"
4354,"POU6F2, WTSL, WT5"
4666,WT1
5016,"ATP7B, WND"
5016,"WAS, IMD2, THC"
5037,"MSX1, HOX7, HYD1, OFC5"
5144,"EIF2AK3, PEK, PERK, WRS"
5170,"PRKAG2, WPWS"
5232,"WFS1, WFRS, WFS, DFNA6"
5232,LIPA
5232,XDH
5232,XPA
5233,"ERCC3, XPB"
5291,"XPC, XPCC"
5308,"ERCC2, EM9"
6291,DDB2
6350,"ERCC4, XPF"
7016,"ERCC5, XPG"
7170,"POLH, XPV"
7232,"XIC, XCE, XIST, SXI1"
7308,"BTK, AGMX1, IMD1, XLA, AT"
7308,"FOXC2, FKHL14, MFH1"
7308,"SOX10, WS4"
7308,"PEX1, ZWS1"
7308,"PEX10, NALD"
8350,"PEX13, ZWS, NALD"
9037,PEX14
9037,PEX26
9038,"PXF, HK33, D1S2223E, PEX19"
9038,"PXR1, PEX5, PTS1R"
9039,"ABCD3, PXMP1, PMP70"
9308,"PXMP3, PAF1, PMP35, PEX2"
9308,PEX16
9308,PEX3
9308,"HVEC, PVRL1, PVRR1, PRR1"
